10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
1016150014,1632,MADISON AVENUE,"5 9,280",21,D
1016150060,18,EAST 110 STREET,"5 7,512",63,C
1016150023,1641,MADISON AVENUE,"3 12,560",100,A
1016160001,1309,5 AVENUE,"6 80,000",65,C
1016160024,55,EAST 110 STREET,"3 7,570",3,D
1016160049,64,EAST 111 STREET,"1 47,590",95,A
1016167501,77,EAST 110 STREET,"2 7,383",99,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1016170007,1680,MADISON AVENUE,"1 30,000",66,C
1016177501,1325,5 AVENUE,"2 35,682",96,A
1016177502,60,EAST 112 TH STREET,"3 26,110","missing required benchmarkinginformation",F
1016180001,1337,5 AVENUE,"8 65,481",85,A
1016200040,1713,MADISON AVENUE,"6 9,000",57,C
1016200023,1735,MADISON AVENUE,"6 62,000",85,A
1016210014,1760,MADISON AVENUE,"7 7,000",60,C
1016210036,76,EAST 116 STREET,"4 5,355",99,A
1016217501,1405,5 AVENUE,"1 03,600",99,A
1016217502,55,EAST 115 STREET,"7 2,801","missing required benchmarkinginformation",F
1016220001,1421,5 AVENUE,"3 3,305","missing required benchmarkinginformation",F
1016220005,7,EAST 116 STREET,"7 5,840",100,A
1016220017,1772,MADISON AVENUE,"1 22,000",42,D
1016220020,75,EAST 116 STREET,"9 6,446",57,C
1016220037,1652,PARK AVENUE,"7 0,300",65,C
1016220043,62,EAST 117 STREET,"6 3,882",93,A
1016220073,1429,5 AVENUE,"5 3,681",61,C
1016227501,1668,MADISON AVENUE,"4 8,444",74,B
1016237501,1787,MADISON AVENUE,"1 23,475",69,C
1016240001,1245,PARK AVENUE,"2 12,482",75,B
1016240015,1490,LEXINGTON AVENUE,"1 86,100",39,D
1016240021,155,EAST 96 STREET,"3 7,065",75,B
1016240033,1710,3 AVENUE,"5 09,090",61,C
1016240045,1501,LEXINGTON AVENUE,"1 47,342",37,D
1016240060,116,EAST 97 STREET,"2 5,420",59,C
1016240069,1247,PARK AVENUE,"1 26,605",51,D
1016250016,1510,LEXINGTON AVENUE,"3 08,257",70,B
1016250033,1768,3 AVENUE,"2 47,615","missing required benchmarkinginformation",F
1016260001,1281,PARK AVENUE,"1 93,950",22,D
1016260021,1539,LEXINGTON AVENUE,"2 00,300",22,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1016277502,1790,3 AVENUE,"4 9,339","missing required benchmarkinginformation",F
1016280006,111,EAST 100 STREET,"3 7,300",30,D
1016287503,1810,3 AVENUE,"8 0,525","missing required benchmarkinginformation",F
1016290030,177,EAST 101 STREET,"3 8,164",61,C
1016297504,181,EAST 101 STREET,"6 0,969",99,A
1016300005,109,EAST 102 STREET,"3 0,129",74,B
1016310025,155,EAST 103 STREET,"3 4,995",66,C
1016317501,1635,LEXINGTON AVENUE,"5 5,964",3,D
1016317502,1399,PARK AVENUE,"1 36,982",75,B
1016320001,1405,PARK AVENUE,"1 24,100",84,B
1016320011,127,EAST 104 STREET,"1 04,643",42,D
1016330020,1677,LEXINGTON AVENUE,"4 4,295",66,C
1016330061,120,EAST 106 STREET,"4 6,890",100,A
1016330066,116,EAST 106 STREET,"3 6,000",51,D
1016330001,101,EAST 105 STREET,"4 2,360",84,B
1016340003,105,EAST 106 STREET,"7 8,600",91,A
1016350017,127,EAST 107 STREET,"1 38,575",66,C
1016357501,1465,PARK AVENUE,"5 05,503",100,A
1016360001,1481,PARK AVENUE,"2 57,548",84,B
1016370028,169,EAST 109 STREET,"5 9,400",63,C
1016370001,1505,PARK AVENUE,"2 67,988",84,B
1016380001,100,EAST 111 STREET,"7 1,856",11,D
1016380008,121,EAST 110 STREET,"6 0,720",6,D
1016380057,140,EAST 111 STREET,"2 5,860","missing required benchmarkinginformation",F
1016387501,161,EAST 110 STREET,"8 5,511",73,B
1016390057,138,EAST 112 STREET,"4 7,106",59,C
1016390003,115,EAST 111 STREET,"1 16,560",78,B
1016400139,176,EAST 115 STREET,"9 8,500",43,D
1016430010,121,EAST 115 STREET,"4 5,768","missing required benchmarkinginformation",F
1016440008,115,EAST 116 STREET,"4 7,750",86,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1016440051,156,EAST 117 STREET,"2 9,975",34,D
1016440059,136,EAST 117 STREET,"5 5,725",54,D
1016440043,178,EAST 117 STREET,"3 5,917","missing required benchmarkinginformation",F
1016450012,127,EAST 117 STREET,"2 9,500",59,C
1016450015,1894,LEXINGTON AVENUE,"3 6,000",4,D
1016450050,152,EAST 118 STREET,"5 0,916",82,B
1016450070,100,EAST 118 STREET,"4 4,730",37,D
1016457502,1885,LEXINGTON AVENUE,"4 1,172",86,A
1016467502,215,EAST 96 STREET,"4 90,807",33,D
1016470001,1761,3 AVENUE,"3 95,000",22,D
1016490009,213,EAST 99 STREET,"1 07,234",64,C
1016490001,1785,3 AVENUE,"5 75,000",22,D
1016520001,1851,3 AVENUE,"3 90,000",22,D
1016527501,222,EAST 104 STREET,"1 68,350",37,D
1016520016,227,EAST 102 STREET,"7 5,000",45,D
1016540029,250,EAST 105 STREET,"2 8,014",24,D
1016540011,217,EAST 104 STREET,"1 80,319",2,D
1016540033,234,EAST 105 STREET,"3 8,839",86,A
1016550015,235,EAST 105 STREET,"5 2,520",58,C
1016550038,218,EAST 106 STREET,"3 1,325",58,C
1016560001,211,EAST 106 STREET,"8 46,700",38,D
1016560100,2095,2 AVENUE,"1 70,000",55,C
1016590001,1985,3 AVENUE,"5 8,907","missing required benchmarkinginformation",F
1016590012,205,EAST 109 STREET,"8 4,500",28,D
1016600038,222,EAST 111 STREET,"4 1,108",37,D
1016610044,204,EAST 112 STREET,"2 6,341",85,A
1016620010,229,EAST 112 STREET,"3 7,000","missing required benchmarkinginformation",F
1016670012,223,EAST 117 STREET,"3 4,050",53,D
1016670042,210,EAST 118 STREET,"2 9,280",76,B
1016670043,208,EAST 118 STREET,"2 6,670",78,B
1016680001,1860,2 AVENUE,"9 4,000",13,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1016690001,1880,2 AVENUE,"1 ,075,000",93,A
1016710051,1932,2 AVENUE,"4 6,640",55,C
1016710039,314,EAST 100 STREET,"1 12,171",97,A
1016720001,1952,2 AVENUE,"9 3,939",98,A
1016720017,1951,1 AVENUE,"2 50,090",79,B
1016730006,307,EAST 101 STREET,"2 86,777",10,D
1016737501,325,EAST 101 STREET,"5 1,774",80,B
1016740010,315,EAST 102 STREET,"2 95,750",74,B
1016747501,333,EAST 102 STREET,"4 24,623",64,C
1016750005,303,EAST 103 STREET,"3 1,450",12,D
1016767504,2019,1 AVENUE,"3 5,742",13,D
1016770001,2050,2 AVENUE,"5 1,286",24,D
1016770014,335,EAST 105 STREET,"8 2,500",67,C
1016777503,319,EAST 105 STREET,"3 3,280",94,A
1016780001,2086,2 AVENUE,"9 92,000",38,D
1016807501,305,EAST 108 STREET,"6 6,822",91,A
1016807502,330,EAST 109 STREET,"2 5,174",84,B
1016810031,344,EAST 110 STREET,"3 3,568",84,B
1016817501,2132,2 AVENUE,"3 6,859",76,B
1016817502,342,EAST 110 STREET,"3 8,481",76,B
1016817503,333,EAST 109 STREET,"3 3,892",71,B
1016830018,2153,1 AVENUE,"5 4,971",31,D
1016840101,2188,2 AVENUE,"6 9,000",40,D
1016870014,325,EAST 115 STREET,"3 9,792",5,D
1016880030,2269,1 AVENUE,"7 3,729",43,D
1016880045,307,EAST 117 STREET,"3 68,904",11,D
1016890005,305,EAST 117 STREET,"9 1,267",77,B
1016917501,1912,1 AVENUE,"1 57,638",97,A
1016910002,1918,1 AVENUE,"1 88,368",100,A
1016930001,410,EAST 100 STREET,"1 15,365",54,D
1016940005,1962,1 AVENUE,"4 14,144",75,B
1016940007,1940,1 AVENUE,"4 14,144",75,B
1016940001,430,EAST 100 STREET,"8 8,300",86,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1016940003,455,EAST 102 STREET,"1 75,885",75,B
1016960001,1980,1 AVENUE,"8 10,774",9,D
1016990001,2040,1 AVENUE,"4 48,226",21,D
1017000001,421,EAST 106 STREET,"9 3,300",91,A
1017010001,2070,1 AVENUE,"2 ,046,455",14,D
1017090007,415,EAST 115 STREET,"2 8,236",7,D
1017100012,421,EAST 116 STREET,"5 1,003",98,A
1017100019,441,EAST 116 STREET,"2 5,006",29,D
1017130001,260,PLEASANT AVENUE,"2 85,012",76,B
1017160008,520,EAST 117 STREET,"5 07,265",47,D
1017160051,324,PLEASANT AVENUE,"3 7,429",57,C
1017170002,162,LENOX AVENUE,"2 7,709",40,D
1017170028,11,WEST 118 STREET,"8 2,112",100,A
1017170033,1460,5 AVENUE,"7 9,352",69,C
1017170058,56,WEST 119 STREET,"2 9,715",59,C
1017170069,170,LENOX AVENUE,"6 8,750",98,A
1017170022,21,WEST 118 STREET,"3 3,113",50,D
1017180037,2,WEST 120 STREET,"7 7,093",21,D
1017180001,180,LENOX AVENUE,"3 8,178",100,A
1017187501,42,WEST 120 STREET,"2 9,153",87,A
1017210014,22,MT MORRIS PARK WEST,"3 4,692",51,D
1017210056,35,MT MORRIS PARK WEST,"5 0,500",37,D
1017210070,276,LENOX AVENUE,"5 9,521",25,D
1017217501,3,WEST 122 STREET,"2 7,073",100,A
1017220007,63,WEST 124 STREET,"5 2,074","missing required benchmarkinginformation",F
1017220022,31,WEST 124 STREET,"2 5,871","missing required benchmarkinginformation",F
1017220033,2000,5 AVENUE,"2 9,387",75,B
1017220041,8,WEST 125 STREET,"2 5,576","missing required benchmarkinginformation",F
1017227501,35,WEST 124 STREET,"7 4,243",42,D
1017227502,56,WEST 125 STREET,"1 35,330",95,A
1017230010,55,WEST 125 STREET,"2 28,017",54,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1017230031,5,WEST 125 STREET,"1 25,992",38,D
1017230033,1,WEST 125 STREET,"2 6,880",26,D
1017240033,2042,5 AVENUE,"3 9,888",97,A
1017247501,50,WEST 127 STREET,"3 3,600",22,D
1017250033,2060,5 AVENUE,"2 5,482",100,A
1017260025,25,WEST 128 STREET,"2 8,329",36,D
1017260037,2094,5 AVENUE,"2 5,263",75,B
1017260039,2096,5 AVENUE,"3 5,952",48,D
1017260044,13,WEST 128 STREET,"2 8,536","missing required benchmarkinginformation",F
1017260061,46,WEST 129 STREET,"3 2,342",48,D
1017260069,370,LENOX AVENUE,"6 2,244",100,A
1017270006,55,WEST 129 STREET,"3 8,700",52,D
1017277501,380,LENOX AVENUE,"1 52,983",96,A
1017280057,38,WEST 131 STREET,"7 9,989",39,D
1017290052,50,WEST 132 STREET,"3 8,680",38,D
1017297501,55,WEST 131 STREET,"3 3,632",73,B
1017300009,45,WEST 132 STREET,"2 67,008",82,B
1017300025,25,WEST 132 STREET,"2 69,630",86,A
1017300036,2186,5 AVENUE,"2 69,845",79,B
1017300045,10,WEST 135 STREET,"2 67,008",85,A
1017300064,40,WEST 135 STREET,"2 72,670",86,A
1017300075,470,LENOX AVENUE,"2 73,497",73,B
1017330017,2230,5 AVENUE,"1 00,200",59,C
1017330001,504,LENOX AVENUE,"1 ,267,362",90,A
1017340001,522,LENOX AVENUE,"1 ,017,118",90,A
1017350012,55,WEST 137 STREET,"2 9,760",65,C
1017350040,10,WEST 138 STREET,"6 3,284",76,B
1017350047,30,WEST 138 STREET,"6 9,803",38,D
1017350056,42,WEST 138 STREET,"3 1,746",90,A
1017357501,48,WEST 138 STREET,"4 8,614",91,A
1017360001,560,LENOX AVENUE,"8 9,418",70,B
1017360027,29,WEST 138 STREET,"8 0,629",93,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1017367501,34,WEST 139 STREET,"1 76,100",66,C
1017360060,50,WEST 139 STREET,"1 02,132",11,D
1017367502,70,WEST 139 STREET,"8 0,600",89,A
1017370001,620,LENOX AVENUE,"1 85,318",35,D
1017370015,45,WEST 139 STREET,"1 85,318",35,D
1017370025,2300,5 AVENUE,"5 55,954",35,D
1017370059,60,WEST 142 STREET,"1 85,318",35,D
1017370069,630,LENOX AVENUE,"1 85,318",35,D
1017400007,646,LENOX AVENUE,"1 29,386",100,A
1017440001,700,ESPLANADE GDNS PLAZA,"7 56,400",100,A
1017450055,1826,MADISON AVENUE,"2 9,723",47,D
1017457501,1825,MADISON AVENUE,"1 12,576",57,C
1017457503,1820,MADISON AVENUE,"4 8,440",99,A
1017460021,1831,MADISON AVENUE,"1 38,050",76,B
1017467501,1485,5 AVENUE,"4 55,211",89,A
1017470001,1839,MADISON AVENUE,"9 7,500",83,B
1017470035,1875,MADISON AVENUE,"2 76,285",91,A
1017480001,51,EAST 122 STREET,"1 68,963",55,C
1017490016,25,EAST 124 STREET,"3 2,945",82,B
1017490010,17,EAST 124 STREET,"5 7,960",68,C
1017500007,35,EAST 125 STREET,"9 2,969",72,B
1017500028,69,EAST 125 STREET,"6 3,445",60,C
1017500034,81,EAST 125 STREET,"3 4,176",92,A
1017510071,2049,5 AVENUE,"2 6,061","missing required benchmarkinginformation",F
1017510120,1981,MADISON AVENUE,"2 6,792","missing required benchmarkinginformation",F
1017520057,2006,MADISON AVENUE,"2 8,800",57,C
1017520022,2005,MADISON AVENUE,"2 00,600",40,D
1017520059,22,EAST 128 STREET,"5 1,500",78,B
1017530027,57,EAST 128 STREET,"5 3,334",6,D
1017540020,41,EAST 129 STREET,"4 8,100","missing required benchmarkinginformation",F
1017550033,1916,PARK AVENUE,"1 06,596",95,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1017550041,72,EAST 131 STREET,"3 3,515",98,A
1017550047,56,EAST 131 STREET,"5 2,000",54,D
1017550050,2071,MADISON AVENUE,"2 7,176","missing required benchmarkinginformation",F
1017557501,69,EAST 130 STREET,"4 4,345",97,A
1017550001,2121,5 AVENUE,"7 0,800",7,D
1017560024,2081,MADISON AVENUE,"6 2,169",83,B
1017560026,45,EAST 131 STREET,"4 8,633",62,C
1017560030,53,EAST 131 STREET,"2 7,990",99,A
1017560039,58,EAST 132 STREET,"6 0,520",99,A
1017560056,2090,MADISON AVENUE,"2 5,893",85,A
1017570001,2161,5 AVENUE,"3 60,000",100,A
1017570020,2101,MADISON AVENUE,"4 49,600",100,A
1017600001,2225,5 AVENUE,"7 16,400",21,D
1017600101,45,EAST 135 STREET,"2 32,414",100,A
1017630001,2289,5 AVENUE,"3 70,814",69,C
1017640001,2301,5 AVENUE,"4 49,973",69,C
1017670005,111,EAST 118 STREET,"6 6,900",12,D
1017670016,1900,LEXINGTON AVENUE,"2 01,276",9,D
1017670022,149,EAST 118 STREET,"4 0,577",68,C
1017670047,166,EAST 119 STREET,"2 6,400",8,D
1017670030,165,EAST 118 STREET,"6 5,000",21,D
1017680001,101,EAST 119 STREET,"3 7,260",10,D
1017680033,2182,3 AVENUE,"9 8,184",25,D
1017680012,1940,LEXINGTON AVENUE,"1 13,535",11,D
1017680021,1921,LEXINGTON AVENUE,"2 97,421",51,D
1017690021,150,EAST 120 STREET,"1 17,118",73,B
1017690005,1980,LEXINGTON AVENUE,"1 57,569",54,D
1017697501,2212,3 AVENUE,"7 8,087",30,D
1017690045,142,EAST 121 STREET,"4 0,368",47,D
1017700050,158,EAST 122 STREET,"2 9,202",41,D
1017700072,1751,PARK AVENUE,"2 8,539",4,D
1017700158,1982,LEXINGTON AVENUE,"3 58,400",45,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1017700159,134,EAST 122 STREET,"8 4,941",99,A
1017710056,2010,LEXINGTON AVENUE,"2 8,734",20,D
1017710010,115,EAST 122 STREET,"4 4,060",98,A
1017710059,120,EAST 123RD STREET,"4 3,026",98,A
1017720001,101,EAST 123 STREET,"3 4,310",71,B
1017720009,113,EAST 123 STREET,"3 3,447",28,D
1017720045,166,EAST 124 STREET,"3 0,400","missing required benchmarkinginformation",F
1017720062,120,EAST 124 STREET,"3 0,300",80,B
1017720064,116,EAST 124 STREET,"3 0,300",80,B
1017730007,118,EAST 125 STREET,"1 27,000",76,B
1017740001,103,EAST 125 STREET,"1 12,500",61,C
1017740051,142,EAST 126 STREET,"3 5,179",91,A
1017747501,159,EAST 125 STREET,"4 17,694",98,A
1017750006,107,EAST 126 STREET,"2 64,386",55,C
1017750020,2089,LEXINGTON AVENUE,"3 6,000",15,D
1017750028,155,EAST 126 STREET,"2 5,870",100,A
1017750033,2322,3 AVENUE,"1 23,885",55,C
1017750045,160,EAST 127 STREET,"7 3,354",47,D
1017750165,112,EAST 128 STREET,"1 95,842",59,C
1017760020,144,EAST 128 STREET,"1 30,105",76,B
1017770003,1885,PARK AVENUE,"2 6,250","missing required benchmarkinginformation",F
1017770005,105,EAST 128 STREET,"1 99,884",98,A
1017780006,123,EAST 129 STREET,"1 06,332",37,D
1017790007,107,EAST 130 STREET,"1 91,721",33,D
1017790060,120,EAST 131 STREET,"2 7,800",76,B
1017800075,200,EAST 131 STREET,"1 28,640",82,B
1017807501,1951,PARK AVENUE,"1 79,616",93,A
1017830005,205,EAST 118 STREET,"3 4,044","missing required benchmarkinginformation",F
1017830012,225,EAST 118 STREET,"7 6,941",96,A
1017830031,234,EAST 119 STREET,"3 6,148",59,C
1017830034,226,EAST 119 STREET,"3 4,356",59,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1017830041,212,EAST 119 STREET,"3 1,796",51,D
1017837501,249,EAST 118 STREET,"3 9,358",93,A
1017840002,2183,3 AVENUE,"6 3,368",75,B
1017840005,207,EAST 119 STREET,"3 1,848",100,A
1017840012,225,EAST 119 STREET,"1 17,600",36,D
1017857502,2205,3 AVENUE,"4 5,694",33,D
1017857503,2211,3 AVENUE,"1 45,963","missing required benchmarkinginformation",F
1017860001,2223,3 AVENUE,"3 4,180",36,D
1017860004,2231,3 AVENUE,"2 8,500",68,C
1017860007,215,EAST 121 STREET,"2 6,094",44,D
1017860018,239,EAST 121 STREET,"4 0,385",15,D
1017860041,216,EAST 122 STREET,"2 6,400",2,D
1017860042,212,EAST 122 STREET,"2 6,400",43,D
1017870001,2243,3 AVENUE,"2 85,185",13,D
1017870060,211,EAST 122 STREET,"2 47,156",13,D
1017870070,2383,2 AVENUE,"2 97,425",13,D
1017870080,2391,2 AVENUE,"2 68,639",13,D
1017880009,221,EAST 123 STREET,"3 7,054","missing required benchmarkinginformation",F
1017890001,2283,3 AVENUE,"5 0,908",75,B
1017890021,245,EAST 124 STREET,"2 08,526",58,C
1017890039,220,EAST 125 STREET,"2 7,776",3,D
1017897501,2293,3 AVENUE,"7 3,341",22,D
1017910001,225,EAST 126 STREET,"1 39,333","missing required benchmarkinginformation",F
1017950035,342,EAST 119 STREET,"5 9,411",95,A
1017960020,333,EAST 119 STREET,"9 8,107",89,A
1017970001,2340,2 AVENUE,"5 42,155",10,D
1017970100,2345,1 AVENUE,"2 20,800",97,A
1018070015,433,EAST 119 STREET,"4 3,194",15,D
1018070030,438,EAST 120 STREET,"5 1,546",100,A
1018080001,2342,1 AVENUE,"6 30,078",10,D
1018087501,409,EAST 120 STREET,"2 38,823",96,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1018080008,413,EAST 120 STREET,"8 0,095",100,A
1018160001,535,EAST 119 STREET,"1 14,695",83,B
1018200002,1801,ADAM C POWELL BOULEVARD,"3 2,580",92,A
1018200017,131,CENTRAL PARK NORTH,"4 7,446",60,C
1018200061,1809,ADAM C POWELL BOULEVARD,"5 1,456",100,A
1018207501,137,CENTRAL PARK NORTH,"3 6,637",88,A
1018207505,145,CENTRAL PARK NORTH,"7 3,446",86,A
1018210014,127,WEST 111 STREET,"4 8,438",100,A
1018210025,11,ST NICHOLAS AVENUE,"3 3,490",71,B
1018210046,19,ST NICHOLAS AVENUE,"3 5,430",98,A
1018210055,132,WEST 112 STREET,"3 5,987",93,A
1018210064,1831,ADAM C POWELL BOULEVARD,"2 8,351",51,D
1018220024,40,ST NICHOLAS AVENUE,"4 5,956",53,D
1018220038,106,WEST 113 STREET,"3 0,750","missing required benchmarkinginformation",F
1018230001,1855,ADAM C POWELL BOULEVARD,"4 7,534",99,A
1018230010,133,WEST 113 STREET,"5 7,516",84,B
1018230018,60,ST NICHOLAS AVENUE,"6 5,048",55,C
1018230056,67,ST NICHOLAS AVENUE,"3 1,752",14,D
1018230058,124,WEST 114 STREET,"2 7,141",100,A
1018230061,1871,ADAM C POWELL BOULEVARD,"3 1,220",2,D
1018230063,1867,ADAM C POWELL BOULEVARD,"2 6,059",46,D
1018237501,66,ST. NICHOLAS AVENUE,"5 8,429",69,C
1018240014,80,ST NICHOLAS AVENUE,"3 3,873",83,B
1018240016,89,LENOX AVENUE,"1 54,962",36,D
1018240055,92,ST NICHOLAS AVENUE,"6 4,869",100,A
1018250001,100,ST NICHOLAS AVENUE,"4 9,951",71,B
1018250021,121,WEST 115 STREET,"3 4,884",24,D
1018250036,119,LENOX AVENUE,"7 5,600","missing required benchmarkinginformation",F
1018250043,116,WEST 116 STREET,"4 4,193",100,A
1018250045,120,WEST 116 STREET,"4 3,578","missing required benchmarkinginformation",F
1018250051,132,WEST 116 STREET,"4 5,200",84,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1018250059,164,WEST 116 STREET,"7 6,300",74,B
1018250063,1917,ADAM C POWELL BOULEVARD,"3 7,657",1,D
1018257501,106,WEST 116 STREET,"4 7,645",49,D
1018260013,225,CENTRAL PARK NORTH,"5 3,098",92,A
1018260018,211,CENTRAL PARK NORTH,"3 0,224","missing required benchmarkinginformation",F
1018260022,207,CENTRAL PARK NORTH,"4 1,070",100,A
1018260036,1810,ADAM C POWELL BOULEVARD,"6 5,286",87,A
1018267501,1800,ADAM C. POWELL BOULEVARD,"4 8,636",35,D
1018267503,2040,FREDERICK DOUGLASS B,"1 24,566",64,C
1018270001,257,WEST 111 STREET,"1 05,273",99,A
1018270036,200,WEST 112 STREET,"2 9,269",76,B
1018270053,244,WEST 112 STREET,"5 4,000",69,C
1018270042,218,WEST 112 STREET,"4 0,264",100,A
1018280030,1854,ADAM C POWELL BOULEVARD,"2 7,510",52,D
1018280063,2080,8 AVENUE,"3 5,058",70,B
1018287506,261,WEST 112 STREET,"6 6,215",98,A
1018280015,249,WEST 112 STREET,"9 1,620",60,C
1018290026,203,WEST 113 STREET,"2 8,784",2,D
1018290029,1864,ADAM C POWELL BOULEVARD,"5 5,917",67,C
1018290033,1878,ADAM C POWELL BOULEVARD,"6 1,710",53,D
1018290038,202,WEST 114 STREET,"1 16,100",82,B
1018290050,226,WEST 114 STREET,"1 16,600",67,C
1018297501,2098,FREDERICK DOUGLASS BLVD.,"1 00,805",64,C
1018300011,265,WEST 114 STREET,"1 29,010",72,B
1018300029,1880,ADAM C POWELL BOULEVARD,"4 6,527",94,A
1018307502,2110,FREDERICK DOUGLASS BLVD.,"5 0,128",79,B
1018307503,1890,ADAM C POWELL BOULEVARD,"6 0,455",39,D
1018300019,203,WEST 114 STREET,"1 31,938",39,D
1018300047,252,WEST 115 STREET,"1 2,502",39,D
1018310023,207,WEST 115 STREET,"2 7,250",73,B
1018310029,1902,ADAM C POWELL BOULEVARD,"4 7,293",98,A
1018310033,1912,ADAM C POWELL BOULEVARD,"3 6,564",81,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1018317502,247,WEST 115 STREET,"4 9,200",83,B
1018320006,49,WEST 96 STREET,"3 4,692",71,B
1018320010,41,WEST 96 STREET,"9 3,857",98,A
1018320013,35,WEST 96 STREET,"4 0,597",71,B
1018320016,27,WEST 96 STREET,"1 33,915",95,A
1018320025,7,WEST 96 STREET,"1 00,316",87,A
1018320029,361,CENTRAL PARK WEST,"3 3,011",92,A
1018320043,28,WEST 97 STREET,"3 49,740",83,B
1018327502,65,WEST 96 STREET,"3 59,602",68,C
1018337501,382,CENTRAL PARK WEST,"3 90,628",76,B
1018337502,372,CENTRAL PARK WEST,"3 90,628",64,C
1018337503,392,CENTRAL PARK WEST,"3 90,628",86,A
1018337504,400,CENTRAL PARK WEST,"3 90,628",86,A
1018337505,775,COLUMBUS AVENUE,"9 2,431",3,D
1018337506,795,COLUMBUS AVENUE,"2 32,452",1,D
1018337507,805,COLUMBUS AVENUE,"1 29,297",3,D
1018360031,407,CENTRAL PARK WEST,"3 1,500",85,A
1018360036,410,CENTRAL PARK WEST,"1 00,530",93,A
1018360037,4,WEST 101 STREET,"3 5,568",99,A
1018360047,10,MANHATTAN AVENUE,"4 4,160",84,B
1018360001,825,COLUMBUS AVENUE,"6 89,340",26,D
1018370021,20,WEST 102 STREET,"1 10,667",97,A
1018370029,415,CENTRAL PARK WEST,"1 32,877",96,A
1018377501,418,CENTRAL PARK WEST,"8 8,060",74,B
1018380021,50,MANHATTAN AVENUE,"4 2,783",98,A
1018380022,17,WEST 102 STREET,"4 6,240",86,A
1018387501,420,CENTRAL PARK WEST,"4 7,400",78,B
1018387502,425,CENTRAL PARK WEST,"4 8,500",75,B
1018390018,78,MANHATTAN AVENUE,"3 4,535",86,A
1018390029,431,CENTRAL PARK WEST,"1 15,776",38,D
