,10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
1782,1008000010,149,WEST 24 STREET,"4 2,078",57,C
1783,1008000023,127,WEST 24 STREET,"3 5,600",89,A
1784,1008000025,119,WEST 24 STREET,"1 30,876",67,C
1785,1008000049,112,WEST 25 STREET,"1 85,831",71,B
1786,1008000057,130,WEST 25 STREET,"4 9,237",82,B
1787,1008000059,134,WEST 25 STREET,"2 6,905",97,A
1788,1008000061,138,WEST 25 STREET,"9 6,000",98,A
1789,1008000065,150,WEST 25 STREET,"6 6,528",90,A
1790,1008000071,160,WEST 25 STREET,"5 5,916",55,C
1791,1008007501,245,7 AVENUE,"8 4,772",37,D
1792,1008007504,101,WEST 24 STREET,"3 51,608",34,D
1793,1008007505,159,WEST 24 STREET,"3 1,312",49,D
1794,1008010001,275,7 AVENUE,"5 48,680",69,C
1795,1008010008,159,WEST 25 STREET,"8 6,027",98,A
1797,1008010014,147,WEST 25 STREET,"4 1,579",88,A
1798,1008010019,133,WEST 25 STREET,"4 5,449",93,A
1799,1008010024,119,WEST 25 STREET,"1 28,947",70,B
1800,1008010030,107,WEST 25 STREET,"4 1,042",98,A
1801,1008010034,103,WEST 25 STREET,"2 27,896",42,D
1803,1008010051,114,WEST 26 STREET,"9 7,005",89,A
1804,1008010055,122,WEST 26 STREET,"7 5,888",80,B
1805,1008010065,142,WEST 26 STREET,"5 2,543",85,A
1806,1008010071,152,WEST 26 STREET,"1 22,236",41,D
1807,1008017501,137,WEST 25 STREET,"8 0,850",82,B
1808,1008017502,150,WEST 26 STREET,"5 3,439",98,A
1809,1008017503,127,WEST 25 STREET,"8 9,762",2,D
1810,1008020008,151,WEST 26 STREET,"1 79,131",67,C
1812,1008020019,135,WEST 26 STREET,"5 8,084",91,A
1813,1008020022,127,WEST 26 STREET,"9 2,970",100,A
1814,1008020036,777,AVENUE OF THE AMERICAS,"2 69,947",62,C
1815,1008020049,104,WEST 27 STREET,"6 5,680",91,A
1816,1008020050,112,WEST 27 STREET,"2 5,200",82,B
1817,1008020056,122,WEST 27 STREET,"1 17,291",87,A
1818,1008020061,132,WEST 27 STREET,"1 47,220",44,D
1820,1008027501,144,WEST 27 STREET,"7 8,274",86,A
1821,1008030004,307,7 AVENUE,"1 97,612",84,B
1822,1008030007,153,WEST 27 STREET,"1 15,925",100,A
1823,1008030016,135,WEST 27 STREET,"5 4,000",70,B
1824,1008030021,121,WEST 27 STREET,"1 13,129",91,A
1825,1008030026,115,WEST 27 STREET,"5 9,440",84,B
1826,1008030029,109,WEST 27 STREET,"4 3,968",96,A
1827,1008030056,120,WEST 28 STREET,"3 8,760",76,B
1828,1008030067,150,WEST 28 STREET,"1 23,557",88,A
1829,1008037501,315,7 AVENUE,"9 9,833",79,B
1830,1008037502,301,7 AVENUE,"1 63,650",90,A
1831,1008040001,319,7 AVENUE,"4 10,334",58,C
1834,1008040018,131,WEST 28 STREET,"3 4,689",36,D
1836,1008040022,123,WEST 28 STREET,"5 5,411",87,A
1837,1008040024,121,WEST 28 STREET,"7 1,500",84,B
1838,1008040032,105,WEST 28 STREET,"1 45,344",39,D
1839,1008040034,815,AVENUE OF THE AMERICAS,"7 3,497",24,D
1840,1008040044,104,WEST 29 STREET,"1 21,579",87,A
1841,1008040054,124,WEST 29 STREET,"8 0,122",37,D
1843,1008040057,130,WEST 29 STREET,"4 7,579",64,C
1844,1008040071,158,WEST 29 STREET,"5 8,764",91,A
1845,1008050003,345,7 AVENUE,"1 90,325",73,B
1846,1008050017,143,WEST 29 STREET,"5 8,292",84,B
1847,1008050019,135,WEST 29 STREET,"7 0,862",84,B
1848,1008050022,129,WEST 29 STREET,"8 5,869",95,A
1849,1008050039,115,WEST 29 STREET,"7 9,465",85,A
1850,1008050071,120,WEST 30 STREET,"3 6,366",45,D
1851,1008050075,122,WEST 30 STREET,"4 3,903",79,B
1852,1008050094,144,WEST 30 STREET,"2 16,841",100,A
1853,1008057501,130,WEST 30 STREET,"1 40,247",22,D
1854,1008057502,835,AVENUE OF THE AMERICAS,"6 31,862",48,D
1855,1008060001,363,7 AVENUE,"8 3,642",72,B
1856,1008060006,151,WEST 30 STREET,"8 5,517",41,D
1857,1008060013,135,WEST 30 STREET,"1 21,000",31,D
1858,1008060026,115,WEST 30 STREET,"1 51,525",98,A
1859,1008060052,116,WEST 31 STREET,"4 9,286",57,C
1860,1008060054,120,WEST 31 STREET,"3 2,540",90,A
1861,1008060058,128,WEST 31 STREET,"3 84,655",59,C
1862,1008060076,371,7 AVENUE,"4 73,391",52,D
1863,1008067501,143,WEST 30 STREET,"2 6,322",73,B
1864,1008067502,855,AVENUE OF THE AMERICAS,"5 32,903",54,D
1865,1008070001,393,7 AVENUE,"1 ,103,075",56,C
1866,1008070028,119,WEST 31 STREET,"2 21,227",56,C
1867,1008070039,875,AVENUE OF THE AMERICAS,"2 14,349",83,B
1869,1008077501,132,WEST 32 STREET,"5 79,715",57,C
1870,1008077502,885,AVENUE OF THE AMERICAS,"4 22,039",20,D
1871,1008080040,100,WEST 33 STREET,"1 ,105,991",95,A
1872,1008090045,1311,BROADWAY,"2 58,412",89,A
1873,1008090049,108,WEST 34 STREET,"5 3,115",43,D
1874,1008090053,112,WEST 34 STREET,"8 06,417",89,A
1876,1008090069,144,WEST 34 STREET,"7 7,760",27,D
1877,1008090080,433,7 AVENUE,"3 9,983",1,D
1878,1008097501,131,WEST 33 STREET,"1 77,075",49,D
1879,1008100001,441,7 AVENUE,"2 ,192,088",71,B
1880,1008110001,463,7 AVENUE,"4 08,511",83,B
1881,1008110010,147,WEST 35 STREET,"9 9,184",84,B
1882,1008110016,131,WEST 35 STREET,"9 1,777",81,B
1883,1008110021,1333,BROADWAY,"3 13,294",77,B
1884,1008110031,1350,BROADWAY,"3 86,786",88,A
1885,1008110047,124,WEST 36 STREET,"2 8,000",98,A
1886,1008110051,132,WEST 36 STREET,"1 87,350",94,A
1887,1008110056,142,WEST 36 STREET,"1 01,203",90,A
1888,1008110062,152,WEST 36 STREET,"5 1,853",88,A
1889,1008117501,469,7 AVENUE,"2 28,518",61,C
1890,1008120006,491,7 AVENUE,"1 80,704",70,B
1891,1008120016,141,WEST 36 STREET,"1 65,000",99,A
1892,1008120019,135,WEST 36 STREET,"1 08,214",90,A
1893,1008120022,1359,BROADWAY,"3 97,978",91,A
1894,1008120049,1372,BROADWAY,"2 34,846",80,B
1895,1008120063,134,WEST 37 STREET,"1 20,000",95,A
1896,1008120069,148,WEST 37 STREET,"9 3,846",89,A
1897,1008127501,485,7 AVENUE,"2 72,725",74,B
1898,1008130001,501,7 AVENUE,"4 33,330",80,B
1899,1008130016,1375,BROADWAY,"4 64,951",67,C
1900,1008130023,1372,BROADWAY,"4 79,620",58,C
1901,1008130031,1001,AVENUE OF THE AMERICAS,"2 41,001",70,B
1902,1008130050,1384,BROADWAY,"2 04,034",76,B
1903,1008130055,1385,BROADWAY,"4 38,643",85,A
1904,1008130064,515,7 AVENUE,"1 02,835",36,D
1905,1008140001,525,7 AVENUE,"4 11,074",91,A
1906,1008140015,1407,BROADWAY,"9 11,896",72,B
1907,1008140019,1400,BROADWAY,"7 68,530",91,A
1908,1008140030,109,WEST 38 STREET,"5 2,289",77,B
1910,1008140046,108,WEST 39 STREET,"1 18,949",91,A
1911,1008140052,1402,BROADWAY,"3 67,212",76,B
1912,1008147501,1031,6 AVENUE,"3 38,274",63,C
1913,1008150001,1411,BROADWAY,"1 ,088,074",79,B
1914,1008150014,1412,BROADWAY,"3 61,767",82,B
1915,1008150020,117,WEST 39 STREET,"1 26,398",92,A
1917,1008150026,1045,AVENUE OF THE AMERICAS,"4 04,413",57,C
1918,1008150039,110,WEST 40 STREET,"1 29,808",88,A
1919,1008150046,1430,BROADWAY,"3 64,000",55,C
1920,1008160007,53,WEST 14 STREET,"3 10,000",73,B
1921,1008160016,37,WEST 14 STREET,"4 5,000",97,A
1922,1008160031,7,WEST 14 STREET,"3 50,800",35,D
1923,1008160037,84,5 AVENUE,"1 32,491",76,B
1924,1008160042,96,5 AVENUE,"1 80,000",6,D
1925,1008167503,50,WEST 15 STREET,"6 6,363",49,D
1926,1008170001,552,AVENUE OF THE AMERICAS,"1 01,231",59,C
1927,1008170029,6,WEST 16 STREET,"4 03,741",85,A
1928,1008170085,568,AVENUE OF THE AMERICAS,"1 29,970",63,C
1929,1008177501,108,5 AVENUE,"7 0,000",29,D
1930,1008177502,100,5 AVENUE,"2 50,671",61,C
1931,1008177503,35,WEST 15 STREET,"1 74,519",78,B
1932,1008180010,43,WEST 16 STREET,"6 4,049",72,B
1933,1008180041,110,5 AVENUE,"1 48,940",93,A
1934,1008180051,114,5 AVENUE,"3 51,552",75,B
1935,1008180066,26,WEST 17 STREET,"1 06,770",95,A
1936,1008180073,40,WEST 17 STREET,"4 9,520",93,A
1937,1008180078,50,WEST 17 STREET,"7 4,792",89,A
1938,1008187501,590,AVENUE OF THE AMERICAS,"1 71,178",29,D
1939,1008190014,45,WEST 17 STREET,"2 7,600",20,D
1940,1008190019,33,WEST 17 STREET,"4 8,532",97,A
1941,1008190037,118,5 AVENUE,"6 5,857",79,B
1943,1008190050,6,WEST 18 STREET,"5 1,889",57,C
1944,1008190056,18,WEST 18 STREET,"1 73,152",96,A
1945,1008190059,30,WEST 18 STREET,"9 8,690",31,D
1947,1008197503,32,WEST 18 STREET,"7 8,000",26,D
1948,1008197504,15,WEST 17 STREET,"2 6,180",55,C
1949,1008197505,55,WEST 17 STREET,"1 20,377",44,D
1950,1008200026,23,WEST 18 STREET,"1 91,400",96,A
1951,1008200033,7,WEST 18 STREET,"4 3,307",84,B
1952,1008200036,3,WEST 18 STREET,"3 4,360",92,A
1953,1008200038,130,5 AVENUE,"1 20,000",94,A
1956,1008207504,16,WEST 19 STREET,"7 6,230",47,D
1957,1008207505,620,AVENUE OF THE AMERICAS,"7 08,834",86,A
1958,1008210014,39,WEST 19 STREET,"1 07,152",29,D
1959,1008210021,31,WEST 19 STREET,"5 1,336",83,B
1960,1008210032,11,WEST 19 STREET,"2 24,320",70,B
1961,1008210041,148,5 AVENUE,"1 87,536",75,B
1962,1008210055,18,WEST 20 STREET,"9 3,722",82,B
1963,1008217503,650,6 AVENUE,"1 11,047",2,D
1964,1008217506,636,AVENUE OF THE AMERICAS,"7 9,784",100,A
1965,1008220009,37,WEST 20 STREET,"1 05,942",94,A
1966,1008220015,27,WEST 20 STREET,"1 00,800",93,A
1967,1008220031,154,5 AVENUE,"1 84,509",73,B
1968,1008220045,4,WEST 21 STREET,"1 19,136",8,D
1969,1008220049,12,WEST 21 STREET,"5 8,900",78,B
1970,1008220052,18,WEST 21 STREET,"4 5,873",65,C
1971,1008220054,22,WEST 21 STREET,"1 01,368",93,A
1972,1008220058,30,WEST 21 STREET,"6 0,798",71,B
1973,1008220062,38,WEST 21 STREET,"6 8,808",100,A
1975,1008220067,48,WEST 21 STREET,"4 8,520",79,B
1976,1008220070,54,WEST 21 STREET,"1 42,532",92,A
1977,1008227507,160,5 AVENUE,"1 12,188",28,D
1978,1008230009,53,WEST 21 STREET,"3 2,000",53,D
1979,1008230010,45,WEST 21 STREET,"7 0,000",87,A
1980,1008230017,35,WEST 21 STREET,"1 51,236",87,A
1981,1008230024,19,WEST 21 STREET,"1 13,284",95,A
1982,1008230029,15,WEST 21 STREET,"1 37,007",89,A
1983,1008230055,20,WEST 22 STREET,"1 69,887",89,A
1984,1008230059,28,WEST 22 STREET,"2 7,410",80,B
1985,1008230073,56,WEST 22 STREET,"5 5,200",99,A
1987,1008237507,7,WEST 21 STREET,"3 52,361",40,D
1988,1008240011,56,WEST 23 STREET,"5 27,452",5,D
1989,1008240015,37,WEST 22 STREET,"2 84,930",82,B
1990,1008240032,3,WEST 22 STREET,"8 1,527",81,B
1992,1008250001,716,AVENUE OF THE AMERICAS,"2 19,718",96,A
1993,1008250009,61,WEST 23 STREET,"4 6,900",91,A
1994,1008250012,49,WEST 23 STREET,"3 37,000",82,B
1995,1008250017,43,WEST 23 STREET,"9 2,285",25,D
1996,1008250031,1097,BROADWAY,"7 04,950",80,B
1997,1008250071,36,WEST 24 STREET,"6 9,823",97,A
1998,1008260001,736,AVENUE OF THE AMERICAS,"2 96,400",11,D
1999,1008260013,43,WEST 24 STREET,"6 3,214",82,B
2001,1008260019,27,WEST 24 STREET,"9 4,075",95,A
2002,1008260026,19,WEST 24 STREET,"5 1,659",28,D
2003,1008260055,18,WEST 25 STREET,"4 2,714",91,A
2004,1008260057,24,WEST 25 STREET,"1 33,561",89,A
2005,1008260063,36,WEST 25 STREET,"6 5,372",98,A
2007,1008260065,40,WEST 25 STREET,"1 28,965",97,A
2008,1008260069,48,WEST 25 STREET,"9 7,554",84,B
2009,1008267501,1107,BROADWAY,"3 45,972",52,D
2010,1008270001,55,WEST 25 STREET,"4 28,340",36,D
2011,1008270027,11,WEST 25 STREET,"2 6,504",96,A
2012,1008270028,1121,BROADWAY,"1 05,667",99,A
2013,1008270049,1129,BROADWAY,"1 83,168",95,A
2014,1008270060,22,WEST 26 STREET,"4 8,685",46,D
2015,1008270064,30,WEST 26 STREET,"8 8,000",74,B
2016,1008277501,212,5 AVENUE,"1 95,338",72,B
2017,1008280001,776,AVENUE OF THE AMERICAS,"4 54,538",28,D
2018,1008280009,37,WEST 26 STREET,"1 12,259",87,A
2019,1008280022,15,WEST 26 STREET,"4 5,309",60,C
2021,1008280033,1140,BROADWAY,"1 28,010",84,B
2022,1008280041,228,5 AVENUE,"4 04,245",83,B
2023,1008280053,1155,BROADWAY,"5 2,916",71,B
2024,1008280056,12,WEST 27 STREET,"9 1,000",84,B
2025,1008280059,18,WEST 27 STREET,"3 0,069",73,B
2026,1008280061,22,WEST 27 STREET,"5 3,100",86,A
2027,1008280064,28,WEST 27 STREET,"6 3,791",84,B
2028,1008280067,34,WEST 27 STREET,"6 6,627",94,A
2029,1008280070,40,WEST 27 STREET,"4 8,321",92,A
2030,1008290001,796,AVENUE OF THE AMERICAS,"2 93,978",27,D
2031,1008290007,49,WEST 27 STREET,"8 3,050",64,C
2032,1008290011,45,WEST 27 STREET,"5 4,238",35,D
2033,1008290014,39,WEST 27 STREET,"2 6,047",74,B
2034,1008290022,1165,BROADWAY,"4 3,000",85,A
2035,1008290032,13,WEST 27 STREET,"5 0,234",37,D
2036,1008290036,236,5 AVENUE,"6 5,247",22,D
2037,1008290042,246,5 AVENUE,"3 2,049",19,D
2038,1008290050,1164,BROADWAY,"1 12,608",4,D
2040,1008290057,1181,BROADWAY,"2 6,899",76,B
2041,1008290068,44,WEST 28 STREET,"1 41,830",90,A
2042,1008300016,37,WEST 28 STREET,"5 2,800",70,B
2043,1008300030,13,WEST 28 STREET,"4 0,777",19,D
2044,1008300046,2,WEST 29 STREET,"6 9,649",57,C
2045,1008300054,1186,BROADWAY,"1 85,000",11,D
2046,1008300062,1195,BROADWAY,"1 07,030",95,A
2047,1008300067,32,WEST 29 STREET,"5 0,150",96,A
2049,1008300074,46,WEST 29 STREET,"6 1,418",56,C
2050,1008307501,1182,BROADWAY,"8 2,014",59,C
2052,1008310002,838,AVENUE OF THE AMERICAS,"2 6,314",97,A
2053,1008310010,39,WEST 29 STREET,"5 6,931",89,A
2054,1008310020,1200,BROADWAY,"1 01,808",100,A
2056,1008310059,1214,BROADWAY,"3 8,500",30,D
2057,1008317501,24,WEST 30 STREET,"2 6,900",100,A
2058,1008317502,50,WEST 30 STREET,"1 04,388",68,C
2059,1008320001,856,AVENUE OF THE AMERICAS,"1 87,973",93,A
2060,1008320006,866,6 AVE,"3 2,121",66,C
2061,1008320022,1218,BROADWAY,"7 5,547",81,B
2064,1008320039,284,5 AVENUE,"4 2,689",72,B
2065,1008320049,4,WEST 31 STREET,"9 0,633",95,A
2066,1008320053,12,WEST 31 STREET,"3 1,610",83,B
2067,1008320062,30,WEST 31 STREET,"6 0,270",59,C
2068,1008320066,1226,BROADWAY,"1 33,394",71,B
2070,1008330006,1255,BROADWAY,"1 20,882",71,B
2071,1008330011,1240,BROADWAY,"6 71,734",93,A
2072,1008330018,39,WEST 31 STREET,"1 32,844",65,C
2073,1008330028,19,WEST 31 STREET,"3 7,213",94,A
2074,1008330038,302,5 AVENUE,"7 5,700",78,B
2075,1008330040,304,5 AVENUE,"2 5,480",100,A
2076,1008330049,6,WEST 32 STREET,"8 0,185",51,D
2077,1008330052,12,WEST 32 STREET,"3 3,117",17,D
2078,1008330054,16,WEST 32 STREET,"6 3,479",77,B
2079,1008330057,22,WEST 32 STREET,"1 13,000",73,B
2080,1008330063,34,WEST 32 STREET,"5 4,118",41,D
2081,1008330075,1265,BROADWAY,"6 2,612",21,D
2082,1008337502,9,WEST 31 STREET,"2 21,805",57,C
2083,1008340011,1260,BROADWAY,"2 78,905",49,D
2084,1008340016,43,WEST 32 STREET,"6 2,992",56,C
2085,1008340019,39,WEST 32 STREET,"6 1,745",79,B
2086,1008340029,17,WEST 32 STREET,"6 4,577",54,D
2087,1008340039,320,5 AVENUE,"9 9,922",90,A
2088,1008340049,4,WEST 33 STREET,"3 19,200",84,B
2089,1008340069,42,WEST 33 STREET,"1 94,422",84,B
2090,1008340080,1270,BROADWAY,"1 17,650",45,D
2092,1008350011,43,WEST 33 STREET,"3 9,821",81,B
2093,1008350015,35,WEST 33 STREET,"1 60,126",54,D
2094,1008350041,338,5 AVENUE,"2 ,812,739",80,B
2095,1008357501,50,WEST 34 STREET,"8 71,693",91,A
2096,1008360010,31,WEST 34 STREET,"2 75,609",73,B
2097,1008360020,17,WEST 34 STREET,"1 93,957",90,A
2098,1008360026,7,WEST 34 STREET,"4 31,082",89,A
2099,1008360033,1,WEST 34 STREET,"5 5,550",73,B
2100,1008360035,358,5 AVENUE,"1 35,570",83,B
2101,1008360043,366,5 AVENUE,"1 47,595",99,A
2103,1008367501,15,WEST 34 STREET,"5 9,833",76,B
2104,1008367502,1328,BROADWAY,"3 29,989",78,B
2105,1008370006,63,WEST 35 STREET,"1 22,859",80,B
2106,1008370009,57,WEST 35 STREET,"5 5,000",45,D
2107,1008370015,43,WEST 35 STREET,"8 1,706",37,D
2108,1008370020,35,WEST 35 STREET,"6 7,755",70,B
2109,1008370023,29,WEST 35 STREET,"7 1,180",96,A
2110,1008370036,3,WEST 35 STREET,"8 7,301",49,D
2111,1008370040,372,5 AVENUE,"1 27,666",72,B
2112,1008370045,384,5 AVENUE,"2 8,000",95,A
2113,1008370048,386,5 AVENUE,"1 33,544",54,D
2114,1008370052,8,WEST 36 STREET,"3 0,776",26,D
2115,1008370056,16,WEST 36 STREET,"5 9,367",68,C
2116,1008370058,20,WEST 36 STREET,"7 1,534",66,C
2117,1008370062,28,WEST 36 STREET,"5 8,186",97,A
2118,1008370067,38,WEST 36 STREET,"9 1,099",37,D
2119,1008370072,48,WEST 36 STREET,"3 7,195",39,D
2120,1008370074,52,WEST 36 STREET,"7 9,000",51,D
2122,1008377501,70,WEST 36 STREET,"1 37,700",47,D
2123,1008380001,980,AVENUE OF THE AMERICAS,"3 86,382",68,C
2124,1008380008,63,WEST 36 STREET,"5 3,463",74,B
2125,1008380012,53,WEST 36 STREET,"6 6,903",67,C
2126,1008380015,43,WEST 36 STREET,"1 08,875",95,A
2127,1008380024,29,WEST 36 STREET,"9 1,221",100,A
2128,1008380027,25,WEST 36 STREET,"3 9,848",92,A
2129,1008380030,19,WEST 36 STREET,"5 2,631",66,C
2130,1008380032,15,WEST 36 STREET,"8 0,500",83,B
2131,1008380036,7,WEST 36 STREET,"6 2,135",37,D
2132,1008380048,402,5 AVENUE,"8 3,278",82,B
2133,1008380056,8,WEST 37 STREET,"3 6,083",70,B
2134,1008380058,12,WEST 37 STREET,"5 2,200",91,A
2136,1008380062,20,WEST 37 STREET,"6 9,701",80,B
2137,1008380070,36,WEST 37 STREET,"4 4,115",66,C
2138,1008380072,40,WEST 37 STREET,"5 4,725",98,A
2140,1008387501,400,5 AVENUE,"5 68,820",6,D
2141,1008390009,49,WEST 37 STREET,"1 40,898",77,B
2142,1008390016,39,WEST 37 STREET,"9 8,270",78,B
2143,1008390019,35,WEST 37 STREET,"5 7,698",93,A
2144,1008390024,29,WEST 37 STREET,"8 3,050",49,D
2146,1008390029,13,WEST 37 STREET,"1 29,465",81,B
2147,1008390033,11,WEST 37 STREET,"2 8,059",44,D
2148,1008390034,5,WEST 37 STREET,"8 2,878",51,D
2149,1008390055,8,WEST 38 STREET,"1 12,120",87,A
2150,1008390060,22,WEST 38 STREET,"6 0,000",60,C
2151,1008390063,28,WEST 38 STREET,"5 5,870",80,B
2152,1008390070,42,WEST 38 STREET,"6 6,577",92,A
2153,1008390073,48,WEST 38 STREET,"1 20,000",71,B
2154,1008390079,60,WEST 38 STREET,"3 2,143",55,C
2155,1008397501,420,5 AVENUE,"6 14,127",63,C
2156,1008397502,66,WEST 38 STREET,"3 99,477",41,D
2157,1008397503,33,WEST 37 STREET,"5 7,402",38,D
2158,1008400006,63,WEST 38 STREET,"1 21,060",19,D
2159,1008400013,49,WEST 38 STREET,"6 3,412",57,C
2160,1008400016,45,WEST 38 STREET,"7 6,000",41,D
2161,1008400019,39,WEST 38 STREET,"4 4,352",83,B
2162,1008400028,21,WEST 38 STREET,"6 5,240",96,A
2164,1008400058,16,WEST 39 STREET,"5 1,273",87,A
2165,1008400066,32,WEST 39 STREET,"6 0,931",92,A
2166,1008400071,42,WEST 39 STREET,"1 57,748",76,B
2168,1008400078,54,WEST 39 STREET,"4 3,250",84,B
2169,1008407501,57,WEST 38 STREET,"6 6,282",80,B
2170,1008407502,27,WEST 38 STREET,"7 4,467",43,D
2172,1008410008,51,WEST 39 STREET,"1 14,421",77,B
2173,1008410018,35,WEST 39 STREET,"5 1,000",80,B
2174,1008410020,25,WEST 39 STREET,"2 08,528",65,C
2175,1008410027,15,WEST 39 STREET,"7 9,056",68,C
2176,1008410031,1,WEST 39 STREET,"1 23,090",100,A
2177,1008410049,452,5 AVENUE,"6 16,352",72,B
2178,1008410054,8,WEST 40 STREET,"1 15,307",85,A
2179,1008410069,30,WEST 40 STREET,"6 9,925",21,D
2180,1008410071,38,WEST 40 STREET,"1 24,035",6,D
2181,1008410075,50,WEST 40 STREET,"9 1,000",11,D
2182,1008410080,54,WEST 40 STREET,"4 0,667",53,D
2183,1008410081,60,WEST 40 STREET,"9 9,058",97,A
2184,1008410085,70,WEST 40 STREET,"6 8,081",85,A
2185,1008410089,1054,AVENUE OF THE AMERICAS,"6 1,304",61,C
2186,1008417501,20,WEST 40 STREET,"2 31,828",15,D
2187,1008417502,24,WEST 40 STREET,"7 6,116",83,B
2189,1008420007,7,EAST 14 STREET,"4 43,389",52,D
2190,1008420023,5,UNION SQUARE,"9 2,433",80,B
2191,1008420042,71,5 AVENUE,"1 32,121",70,B
2192,1008427501,69,5 AVENUE,"1 75,750",54,D
2193,1008427502,15,UNION SQUARE WEST,"1 02,552",4,D
2194,1008420034,10,EAST 15 STREET,"1 25,000",32,D
2195,1008430003,75,5 AVENUE,"6 3,255",79,B
2196,1008430008,7,EAST 15 STREET,"3 6,759",4,D
2198,1008430022,21,UNION SQUARE,"2 38,204",84,B
2200,1008430029,29,UNION SQUARE,"4 6,095",79,B
2201,1008430037,18,EAST 16 STREET,"4 4,506",6,D
2202,1008440001,85,5 AVENUE,"1 03,022",96,A
2203,1008440003,87,5 AVENUE,"5 7,820",75,B
2204,1008440017,31,UNION SQUARE,"1 18,067",78,B
2205,1008440019,33,UNION SQUARE,"5 1,150",100,A
2206,1008440026,41,UNION SQUARE,"7 4,521",92,A
2207,1008440042,91,5 AVENUE,"5 1,838",49,D
2208,1008447501,5,EAST 16 STREET,"5 2,564",93,A
2209,1008460002,101,5 AVENUE,"7 1,985",60,C
2210,1008460026,860,BROADWAY,"7 5,799",54,D
2211,1008460030,33,EAST 17 STREET,"1 20,822",57,C
2212,1008460033,200,PARK AVENUE SOUTH,"2 37,139",80,B
2213,1008460041,220,PARK AVENUE SOUTH,"3 3,638",13,D
2215,1008460064,18,EAST 18 STREET,"3 6,400",71,B
2216,1008460071,105,5 AVENUE,"1 02,017",10,D
2219,1008470029,37,EAST 18 STREET,"6 7,051",86,A
2220,1008470038,222,PARK AVENUE SOUTH,"1 06,841",65,C
2221,1008470040,230,PARK AVENUE SOUTH,"3 50,000",70,B
2222,1008470062,881,BROADWAY,"2 76,481",65,C
2224,1008480001,119,5 AVENUE,"5 6,731",37,D
2225,1008480008,9,EAST 19 STREET,"3 7,742",92,A
2226,1008480023,29,EAST 19 STREET,"3 9,780",53,D
2228,1008480061,894,BROADWAY,"9 8,146",32,D
2230,1008487502,890,BROADWAY,"1 56,506",100,A
2231,1008487505,240,PARK AVENUE SOUTH,"9 4,289",25,D
2232,1008490001,135,5 AVENUE,"3 0,370",56,C
2233,1008490002,137,5 AVENUE,"3 8,650",74,B
2234,1008490016,902,BROADWAY,"3 42,429",69,C
2235,1008490031,45,EAST 20 STREET,"6 5,600",64,C
2236,1008490063,912,BROADWAY,"9 7,500",94,A
2237,1008490070,915,BROADWAY,"2 15,740",82,B
2238,1008497504,260,PARK AVENUE SOUTH,"2 11,636",5,D
2239,1008497505,141,5 AVENUE,"9 5,705",1,D
2240,1008497508,254,PARK AVENUE SOUTH,"1 50,159",40,D
2241,1008500001,149,5 AVENUE,"1 73,159",78,B
2242,1008500004,153,5 AVENUE,"3 7,288",98,A
2243,1008500012,928,BROADWAY,"7 6,389",62,C
2244,1008500039,268,PARK AVENUE SOUTH,"1 09,393",65,C
2245,1008500064,12,EAST 22 STREET,"7 8,646",8,D
2246,1008500075,159,5 AVENUE,"5 7,300",9,D
2247,1008507501,23,EAST 21 STREET,"3 3,120",51,D
2248,1008507502,936,BROADWAY,"6 1,147",51,D
2249,1008507503,280,PARK AVENUE SOUTH,"2 97,900",82,B
2250,1008507506,49,EAST 21 STREET,"6 7,414",18,D
2251,1008510001,171,5 AVENUE,"1 83,449",89,A
2252,1008510013,21,EAST 22 STREET,"1 49,276",41,D
2254,1008510035,286,PARK AVENUE SOUTH,"1 68,200",62,C
2255,1008510041,304,PARK AVENUE SOUTH,"1 83,815",78,B
2256,1008510054,30,EAST 23 STREET,"3 4,383",49,D
2257,1008510063,10,EAST 23 STREET,"2 5,170",70,B
2258,1008517501,5,EAST 22 STREET,"4 06,656",63,C
2259,1008517502,27,EAST 22 STREET,"2 9,065",75,B
2260,1008517504,29,EAST 22 STREET,"6 3,368",29,D
2261,1008517505,23,EAST 22 STREET,"2 36,790",16,D
2263,1008517506,45,EAST 22 STREET,"2 81,313",28,D
2264,1008530001,1,MADISON AVENUE,"2 52,109",29,D
2265,1008547501,11,MADISON AVENUE,"1 ,630,256",78,B
2267,1008550037,35,MADISON AVENUE,"5 24,937",36,D
2268,1008557501,43,EAST 25 STREET,"1 50,100",86,A
2269,1008550001,27,MADISON AVENUE,"8 8,200",34,D
2270,1008560009,11,EAST 26 STREET,"2 17,991",70,B
2271,1008560024,380,PARK AVENUE SOUTH,"1 ,159,795",76,B
2272,1008560058,60,MADISON AVENUE,"1 69,360",76,B
2273,1008567502,225,5 AVENUE,"3 41,125",49,D
2274,1008567503,15,EAST 26 STREET,"1 80,112",65,C
2275,1008570007,7,EAST 27 STREET,"5 3,038",36,D
2276,1008570018,66,MADISON AVENUE,"1 40,000",50,D
